"","Mat","Shell","Barnacles","Arb..Bryo.","Enc..Bryo.","Tubeworms","Hydroids","Tunicates","Oysters","Sponges","Anemones","Algae","Biofilm","Slippersnail","Feather.Duster.Worm","Amphipod.Tubes","Bare.Shell","Ribbed.Mussel","Silt","Green.Lipped.Mussel","Whelk.Eggs","Season","Date","banana.pH_ScientificUnits.mean.1.days","banana.Salinity_PartsPerThousand.mean.1.days","banana.WaterTemp_Celcius.mean.1.days","banana.Turbidity_FNU.mean.1.days","banana.DissOxy_MilligramPerLitre.mean.1.days","banana.pH_ScientificUnits.min.1.days","banana.Salinity_PartsPerThousand.min.1.days","banana.WaterTemp_Celcius.min.1.days","banana.Turbidity_FNU.min.1.days","banana.DissOxy_MilligramPerLitre.min.1.days","banana.pH_ScientificUnits.max.1.days","banana.Salinity_PartsPerThousand.max.1.days","banana.WaterTemp_Celcius.max.1.days","banana.Turbidity_FNU.max.1.days","banana.DissOxy_MilligramPerLitre.max.1.days","banana.pH_ScientificUnits.mean.7.days","banana.Salinity_PartsPerThousand.mean.7.days","banana.WaterTemp_Celcius.mean.7.days","banana.Turbidity_FNU.mean.7.days","banana.DissOxy_MilligramPerLitre.mean.7.days","banana.pH_ScientificUnits.min.7.days","banana.Salinity_PartsPerThousand.min.7.days","banana.WaterTemp_Celcius.min.7.days","banana.Turbidity_FNU.min.7.days","banana.DissOxy_MilligramPerLitre.min.7.days","banana.pH_ScientificUnits.max.7.days","banana.Salinity_PartsPerThousand.max.7.days","banana.WaterTemp_Celcius.max.7.days","banana.Turbidity_FNU.max.7.days","banana.DissOxy_MilligramPerLitre.max.7.days","banana.pH_ScientificUnits.mean.14.days","banana.Salinity_PartsPerThousand.mean.14.days","banana.WaterTemp_Celcius.mean.14.days","banana.Turbidity_FNU.mean.14.days","banana.DissOxy_MilligramPerLitre.mean.14.days","banana.pH_ScientificUnits.min.14.days","banana.Salinity_PartsPerThousand.min.14.days","banana.WaterTemp_Celcius.min.14.days","banana.Turbidity_FNU.min.14.days","banana.DissOxy_MilligramPerLitre.min.14.days","banana.pH_ScientificUnits.max.14.days","banana.Salinity_PartsPerThousand.max.14.days","banana.WaterTemp_Celcius.max.14.days","banana.Turbidity_FNU.max.14.days","banana.DissOxy_MilligramPerLitre.max.14.days","banana.pH_ScientificUnits.mean.36.days","banana.Salinity_PartsPerThousand.mean.36.days","banana.WaterTemp_Celcius.mean.36.days","banana.Turbidity_FNU.mean.36.days","banana.DissOxy_MilligramPerLitre.mean.36.days","banana.pH_ScientificUnits.min.36.days","banana.Salinity_PartsPerThousand.min.36.days","banana.WaterTemp_Celcius.min.36.days","banana.Turbidity_FNU.min.36.days","banana.DissOxy_MilligramPerLitre.min.36.days","banana.pH_ScientificUnits.max.36.days","banana.Salinity_PartsPerThousand.max.36.days","banana.WaterTemp_Celcius.max.36.days","banana.Turbidity_FNU.max.36.days","banana.DissOxy_MilligramPerLitre.max.36.days","banana.pH_ScientificUnits.mean.50.days","banana.Salinity_PartsPerThousand.mean.50.days","banana.WaterTemp_Celcius.mean.50.days","banana.Turbidity_FNU.mean.50.days","banana.DissOxy_MilligramPerLitre.mean.50.days","banana.pH_ScientificUnits.min.50.days","banana.Salinity_PartsPerThousand.min.50.days","banana.WaterTemp_Celcius.min.50.days","banana.Turbidity_FNU.min.50.days","banana.DissOxy_MilligramPerLitre.min.50.days","banana.pH_ScientificUnits.max.50.days","banana.Salinity_PartsPerThousand.max.50.days","banana.WaterTemp_Celcius.max.50.days","banana.Turbidity_FNU.max.50.days","banana.DissOxy_MilligramPerLitre.max.50.days","banana.pH_ScientificUnits.mean.75.days","banana.Salinity_PartsPerThousand.mean.75.days","banana.WaterTemp_Celcius.mean.75.days","banana.Turbidity_FNU.mean.75.days","banana.DissOxy_MilligramPerLitre.mean.75.days","banana.pH_ScientificUnits.min.75.days","banana.Salinity_PartsPerThousand.min.75.days","banana.WaterTemp_Celcius.min.75.days","banana.Turbidity_FNU.min.75.days","banana.DissOxy_MilligramPerLitre.min.75.days","banana.pH_ScientificUnits.max.75.days","banana.Salinity_PartsPerThousand.max.75.days","banana.WaterTemp_Celcius.max.75.days","banana.Turbidity_FNU.max.75.days","banana.DissOxy_MilligramPerLitre.max.75.days","banana.pH_ScientificUnits.mean.100.days","banana.Salinity_PartsPerThousand.mean.100.days","banana.WaterTemp_Celcius.mean.100.days","banana.Turbidity_FNU.mean.100.days","banana.DissOxy_MilligramPerLitre.mean.100.days","banana.pH_ScientificUnits.min.100.days","banana.Salinity_PartsPerThousand.min.100.days","banana.WaterTemp_Celcius.min.100.days","banana.Turbidity_FNU.min.100.days","banana.DissOxy_MilligramPerLitre.min.100.days","banana.pH_ScientificUnits.max.100.days","banana.Salinity_PartsPerThousand.max.100.days","banana.WaterTemp_Celcius.max.100.days","banana.Turbidity_FNU.max.100.days","banana.DissOxy_MilligramPerLitre.max.100.days"
"379","3-South","gray",0.151,0.001,0.051,0.001,0.001,0.001,0.051,0.401,0.051,0.001,0.201,0.101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"380","3-South","green",0.601,0.001,0.101,0.001,0.001,0.001,0.051,0.001,0.001,0.001,0.241,0.011,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"381","3-South","pink",0.101,0.001,0.301,0.001,0.001,0.001,0.201,0.001,0.001,0.001,0.351,0.001,0.001,0.001,0.051,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"382","3-South","aqua",0.301,0.001,0.001,0.001,0.001,0.001,0.001,0.301,0.051,0.001,0.351,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"383","3-South","dark blue",0.551,0.001,0.051,0.001,0.051,0.001,0.151,0.151,0.011,0.001,0.041,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"384","1-North","pink",0.351,0.001,0.151,0.011,0.001,0.151,0.001,0.001,0.011,0.051,0.231,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"385","1-North","orange",0.151,0.001,0.301,0.011,0.001,0.011,0.001,0.251,0.011,0.001,0.251,0.021,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"386","1-North","green",0.401,0.001,0.001,0.001,0.001,0.001,0.051,0.401,0.051,0.001,0.001,0.051,0.001,0.001,0.051,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"387","1-North","gray",0.051,0.001,0.251,0.001,0.001,0.051,0.001,0.451,0.011,0.001,0.131,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"388","1-North","aqua",0.351,0.001,0.151,0.001,0.001,0.011,0.201,0.201,0.011,0.001,0.031,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"389","1-North","dark blue",0.701,0.001,0.001,0.001,0.001,0.001,0.001,0.231,0.001,0.001,0.001,0.011,0.001,0.001,0.051,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"390","2-North","green",0.021,0.001,0.001,0.011,0.021,0.001,0.001,0.001,0.031,0.001,0.821,0.101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"391","2-North","orange",0.051,0.001,0.051,0.031,0.021,0.001,0.501,0.251,0.001,0.001,0.051,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"392","2-North","dark blue",0.251,0.001,0.101,0.001,0.001,0.001,0.001,0.301,0.051,0.001,0.251,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"393","2-North","pink",0.251,0.001,0.001,0.001,0.001,0.001,0.051,0.151,0.051,0.001,0.271,0.031,0.001,0.001,0.201,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"394","2-North","aqua",0.151,0.001,0.151,0.001,0.001,0.001,0.151,0.341,0.001,0.001,0.201,0.011,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
"395","2-North","gray",0.551,0.001,0.201,0.011,0.001,0.001,0.001,0.101,0.001,0.001,0.091,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/10/2021",8.38083333333333,18.9052559858333,19.8295833333333,4.31416666666667,12.7341666666667,8.21,18.85614558,19.12,3.41,10.6,8.55,18.94604883,21.02,6.12,14.8,8.14738095238095,18.9839492481548,16.1796428571429,3.1047619047619,9.55238095238095,8,18.85614558,11.73,1.97,7.74,8.55,19.11598493,21.02,6.5,14.8,8.12639880952381,18.9670266558929,16.5224107142857,6.85136904761905,8.76520833333333,7.8,18.70916261,11.68,1.75,6.51,8.55,19.11598493,22.17,61.01,14.8,8.19457705677868,18.7585299222132,16.801842410197,5.15921205098494,8.43721900347625,7.8,18.37918788,11.68,1.34,6.05,8.72,19.11598493,22.51,61.01,14.8,8.27570475396164,18.659178632769,16.9864136780651,5.34239366138449,8.73106755629691,7.8,18.07294657,11.68,1.34,6,8.73,19.11598493,22.51,129.5,14.8,8.22231239577543,18.5804241056087,17.171689827682,10.3480822679266,8.08888271261812,7.38,18.07294657,11.68,1.34,0.14,8.73,19.11598493,23.58,129.5,14.8,8.2062859524802,18.6723593437891,18.6582992913714,17.8266861192163,7.77806586077532,7.38,18.07294657,11.68,1.34,0.14,8.73,19.62276503,26.03,129.5,14.8
